"Number";"Date";"Relative Pressure (hPa)";"Indoor Temp (°C)";"Indoor Hum (%)";"Outdoor Temp (°C)";"Outdoor Hum (%)";"Dewpoint (°C)";"Wind Chill (°C)";"Winds. (m/s)";"Wind Direction";"Gust (m/s)";"Relative Rain (mm)";"Total Rain (mm)"
"9533";"25.01.2017 23:10";"1012.7";"16.3";"45";"-1.5";"74";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"9534";"25.01.2017 23:20";"1012.7";"16.2";"45";"-1.6";"74";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"9535";"25.01.2017 23:30";"1012.7";"16.1";"46";"-1.6";"74";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"9536";"25.01.2017 23:40";"1012.7";"16.0";"46";"-1.6";"74";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"9537";"25.01.2017 23:50";"1012.7";"16.0";"46";"-1.3";"74";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9538";"26.01.2017 00:00";"1012.8";"15.9";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9539";"26.01.2017 00:10";"1012.6";"15.8";"46";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9540";"26.01.2017 00:20";"1012.7";"15.7";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9541";"26.01.2017 00:30";"1012.6";"15.6";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9542";"26.01.2017 00:40";"1012.6";"15.6";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9543";"26.01.2017 00:50";"1012.6";"15.6";"46";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9544";"26.01.2017 01:00";"1012.6";"15.5";"46";"-0.9";"73";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9545";"26.01.2017 01:10";"1012.7";"15.4";"46";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9546";"26.01.2017 01:20";"1012.8";"15.4";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9547";"26.01.2017 01:30";"1012.9";"15.4";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9548";"26.01.2017 01:40";"1012.9";"15.3";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9549";"26.01.2017 01:50";"1012.9";"15.3";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9550";"26.01.2017 02:00";"1012.9";"15.2";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9551";"26.01.2017 02:10";"1013.1";"15.2";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9552";"26.01.2017 02:20";"1013.1";"15.2";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9553";"26.01.2017 02:30";"1013.0";"15.2";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9554";"26.01.2017 02:40";"1012.9";"15.1";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9555";"26.01.2017 02:50";"1012.9";"15.1";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9556";"26.01.2017 03:00";"1013.0";"15.0";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9557";"26.01.2017 03:10";"1012.9";"15.0";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9558";"26.01.2017 03:20";"1013.0";"15.0";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9559";"26.01.2017 03:30";"1013.0";"14.9";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9560";"26.01.2017 03:40";"1012.8";"14.9";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9561";"26.01.2017 03:50";"1012.9";"14.8";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9562";"26.01.2017 04:00";"1012.8";"14.8";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9563";"26.01.2017 04:10";"1012.8";"14.8";"46";"-1.2";"73";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9564";"26.01.2017 04:20";"1012.8";"14.8";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9565";"26.01.2017 04:30";"1012.8";"14.8";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9566";"26.01.2017 04:40";"1012.8";"14.7";"46";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9567";"26.01.2017 04:50";"1012.8";"14.7";"47";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9568";"26.01.2017 05:00";"1013.0";"14.7";"46";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9569";"26.01.2017 05:10";"1013.0";"14.6";"46";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9570";"26.01.2017 05:20";"1013.0";"14.6";"46";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9571";"26.01.2017 05:30";"1013.0";"14.6";"47";"-0.9";"73";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9572";"26.01.2017 05:40";"1013.2";"14.6";"47";"-0.9";"73";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9573";"26.01.2017 05:50";"1013.2";"14.6";"47";"-0.9";"73";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9574";"26.01.2017 06:00";"1013.2";"14.5";"47";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9575";"26.01.2017 06:10";"1013.3";"14.8";"46";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9576";"26.01.2017 06:20";"1013.4";"15.6";"45";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9577";"26.01.2017 06:30";"1013.5";"16.4";"44";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9578";"26.01.2017 06:40";"1013.5";"16.9";"43";"-1.1";"73";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9579";"26.01.2017 06:50";"1013.7";"17.1";"42";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9580";"26.01.2017 07:00";"1013.7";"17.1";"42";"-0.9";"73";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9581";"26.01.2017 07:10";"1013.8";"16.9";"42";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9582";"26.01.2017 07:20";"1013.8";"16.6";"43";"-1.0";"73";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9583";"26.01.2017 07:30";"1013.9";"16.2";"43";"-0.9";"73";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9584";"26.01.2017 07:40";"1013.9";"16.0";"44";"-0.9";"73";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9585";"26.01.2017 07:50";"1014.1";"15.7";"44";"-0.9";"73";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9586";"26.01.2017 08:00";"1014.2";"15.5";"44";"-0.8";"72";"-5.2";"---";"---";"---";"---";"0.0";"0.0"
"9587";"26.01.2017 08:10";"1014.3";"15.3";"45";"-0.8";"73";"-5.0";"---";"---";"---";"---";"0.0";"0.0"
"9588";"26.01.2017 08:20";"1014.3";"15.3";"45";"-0.6";"73";"-4.8";"---";"---";"---";"---";"0.0";"0.0"
"9589";"26.01.2017 08:30";"1014.5";"16.2";"43";"-0.6";"72";"-5.0";"---";"---";"---";"---";"0.0";"0.0"
"9590";"26.01.2017 08:40";"1014.6";"16.9";"42";"-0.4";"72";"-4.8";"---";"---";"---";"---";"0.0";"0.0"
"9591";"26.01.2017 08:50";"1014.7";"17.1";"41";"-0.4";"73";"-4.6";"---";"---";"---";"---";"0.0";"0.0"
"9592";"26.01.2017 09:00";"1014.8";"17.2";"41";"-0.2";"72";"-4.6";"---";"---";"---";"---";"0.0";"0.0"
"9593";"26.01.2017 09:10";"1014.9";"17.4";"41";"-0.2";"72";"-4.6";"---";"---";"---";"---";"0.0";"0.0"
"9594";"26.01.2017 09:20";"1015.0";"17.7";"41";"0.0";"72";"-4.4";"---";"---";"---";"---";"0.0";"0.0"
"9595";"26.01.2017 09:30";"1015.1";"18.0";"40";"0.1";"72";"-4.3";"---";"---";"---";"---";"0.0";"0.0"
"9596";"26.01.2017 09:40";"1015.2";"18.2";"40";"0.4";"71";"-4.2";"---";"---";"---";"---";"0.0";"0.0"
"9597";"26.01.2017 09:50";"1015.3";"18.2";"40";"0.6";"71";"-4.1";"---";"---";"---";"---";"0.0";"0.0"
"9598";"26.01.2017 10:00";"1015.3";"18.1";"40";"0.5";"71";"-4.1";"---";"---";"---";"---";"0.0";"0.0"
"9599";"26.01.2017 10:10";"1015.3";"18.0";"40";"0.8";"70";"-4.0";"---";"---";"---";"---";"0.0";"0.0"
"9600";"26.01.2017 10:20";"1015.3";"18.0";"40";"1.1";"70";"-3.8";"---";"---";"---";"---";"0.0";"0.0"
"9601";"26.01.2017 10:30";"1015.3";"17.9";"40";"1.4";"69";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"9602";"26.01.2017 10:40";"1015.4";"18.0";"40";"1.4";"68";"-3.9";"---";"---";"---";"---";"0.0";"0.0"
"9603";"26.01.2017 10:50";"1015.5";"18.0";"40";"1.5";"67";"-4.0";"---";"---";"---";"---";"0.0";"0.0"
"9604";"26.01.2017 11:00";"1015.3";"18.2";"40";"1.6";"67";"-3.9";"---";"---";"---";"---";"0.0";"0.0"
"9605";"26.01.2017 11:10";"1015.3";"18.3";"39";"1.7";"66";"-4.0";"---";"---";"---";"---";"0.0";"0.0"
"9606";"26.01.2017 11:20";"1015.4";"18.4";"39";"1.8";"66";"-3.9";"---";"---";"---";"---";"0.0";"0.0"
"9607";"26.01.2017 11:30";"1015.4";"18.5";"39";"1.8";"65";"-4.1";"---";"---";"---";"---";"0.0";"0.0"
"9608";"26.01.2017 11:40";"1015.4";"18.6";"38";"1.6";"65";"-4.3";"---";"---";"---";"---";"0.0";"0.0"
"9609";"26.01.2017 11:50";"1015.5";"18.8";"39";"1.5";"65";"-4.4";"---";"---";"---";"---";"0.0";"0.0"
"9610";"26.01.2017 12:00";"1015.5";"19.6";"38";"1.4";"65";"-4.5";"---";"---";"---";"---";"0.0";"0.0"
"9611";"26.01.2017 12:10";"1015.4";"20.2";"37";"1.5";"65";"-4.4";"---";"---";"---";"---";"0.0";"0.0"
"9612";"26.01.2017 12:20";"1015.5";"20.2";"37";"1.4";"65";"-4.5";"---";"---";"---";"---";"0.0";"0.0"
"9613";"26.01.2017 12:30";"1015.4";"20.0";"37";"1.4";"65";"-4.5";"---";"---";"---";"---";"0.0";"0.0"
"9614";"26.01.2017 12:40";"1015.2";"19.8";"37";"1.5";"65";"-4.4";"---";"---";"---";"---";"0.0";"0.0"
"9615";"26.01.2017 12:50";"1015.1";"19.7";"37";"1.6";"64";"-4.5";"---";"---";"---";"---";"0.0";"0.0"
"9616";"26.01.2017 13:00";"1015.2";"19.6";"37";"1.6";"63";"-4.7";"---";"---";"---";"---";"0.0";"0.0"
"9617";"26.01.2017 13:10";"1015.1";"19.4";"38";"1.5";"64";"-4.6";"---";"---";"---";"---";"0.0";"0.0"
"9618";"26.01.2017 13:20";"1015.3";"19.3";"38";"1.6";"63";"-4.7";"---";"---";"---";"---";"0.0";"0.0"
"9619";"26.01.2017 13:30";"1015.2";"19.3";"38";"1.6";"62";"-4.9";"---";"---";"---";"---";"0.0";"0.0"
"9620";"26.01.2017 13:40";"1015.2";"19.3";"38";"1.9";"63";"-4.4";"---";"---";"---";"---";"0.0";"0.0"
"9621";"26.01.2017 13:50";"1015.3";"19.2";"38";"1.6";"62";"-4.9";"---";"---";"---";"---";"0.0";"0.0"
"9622";"26.01.2017 14:00";"1015.2";"19.2";"38";"2.0";"62";"-4.5";"---";"---";"---";"---";"0.0";"0.0"
"9623";"26.01.2017 14:10";"1015.2";"19.1";"38";"1.8";"62";"-4.7";"---";"---";"---";"---";"0.0";"0.0"
"9624";"26.01.2017 14:20";"1015.3";"19.5";"38";"1.8";"62";"-4.7";"---";"---";"---";"---";"0.0";"0.0"
"9625";"26.01.2017 14:30";"1015.4";"20.0";"36";"1.8";"60";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9626";"26.01.2017 14:40";"1015.4";"20.2";"36";"1.6";"60";"-5.3";"---";"---";"---";"---";"0.0";"0.0"
"9627";"26.01.2017 14:50";"1015.5";"20.0";"36";"1.5";"60";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9628";"26.01.2017 15:00";"1015.6";"19.7";"37";"1.6";"61";"-5.1";"---";"---";"---";"---";"0.0";"0.0"
"9629";"26.01.2017 15:10";"1015.6";"19.5";"37";"1.3";"61";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"9630";"26.01.2017 15:20";"1015.6";"19.2";"37";"0.7";"62";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"9631";"26.01.2017 15:30";"1015.6";"19.0";"38";"0.1";"64";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"9632";"26.01.2017 15:40";"1015.6";"18.7";"38";"-0.2";"64";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"9633";"26.01.2017 15:50";"1015.6";"18.5";"38";"-0.5";"65";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"9634";"26.01.2017 16:00";"1015.7";"18.8";"38";"-0.8";"64";"-6.8";"---";"---";"---";"---";"0.0";"0.0"
"9635";"26.01.2017 16:10";"1015.6";"19.2";"37";"-1.3";"65";"-7.0";"---";"---";"---";"---";"0.0";"0.0"
"9636";"26.01.2017 16:20";"1015.6";"19.1";"37";"-1.7";"65";"-7.4";"---";"---";"---";"---";"0.0";"0.0"
"9637";"26.01.2017 16:30";"1015.7";"18.7";"37";"-2.0";"66";"-7.5";"---";"---";"---";"---";"0.0";"0.0"
"9638";"26.01.2017 16:40";"1015.6";"18.3";"38";"-2.4";"66";"-7.9";"---";"---";"---";"---";"0.0";"0.0"
"9639";"26.01.2017 16:50";"1015.7";"17.9";"39";"-2.7";"67";"-8.0";"---";"---";"---";"---";"0.0";"0.0"
"9640";"26.01.2017 17:00";"1015.7";"17.5";"39";"-3.0";"67";"-8.3";"---";"---";"---";"---";"0.0";"0.0"
"9641";"26.01.2017 17:10";"1015.6";"17.1";"39";"-3.3";"67";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9642";"26.01.2017 17:20";"1015.7";"17.4";"40";"-3.6";"68";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9643";"26.01.2017 17:30";"1015.7";"17.9";"38";"-3.8";"69";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9644";"26.01.2017 17:40";"1015.8";"18.0";"38";"-3.8";"69";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9645";"26.01.2017 17:50";"1015.7";"17.8";"38";"-4.1";"69";"-8.9";"---";"---";"---";"---";"0.0";"0.0"
"9646";"26.01.2017 18:00";"1015.6";"17.5";"39";"-4.3";"69";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9647";"26.01.2017 18:10";"1015.6";"17.2";"39";"-4.6";"69";"-9.4";"---";"---";"---";"---";"0.0";"0.0"
"9648";"26.01.2017 18:20";"1015.5";"16.8";"40";"-4.7";"69";"-9.5";"---";"---";"---";"---";"0.0";"0.0"
"9649";"26.01.2017 18:30";"1015.6";"16.4";"40";"-4.8";"69";"-9.6";"---";"---";"---";"---";"0.0";"0.0"
"9650";"26.01.2017 18:40";"1015.5";"16.7";"40";"-5.1";"69";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9651";"26.01.2017 18:50";"1015.6";"17.4";"39";"-5.3";"70";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9652";"26.01.2017 19:00";"1015.8";"17.6";"38";"-5.5";"71";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9653";"26.01.2017 19:10";"1015.7";"17.5";"39";"-5.7";"71";"-10.1";"---";"---";"---";"---";"0.0";"0.0"
"9654";"26.01.2017 19:20";"1015.8";"17.2";"39";"-5.9";"71";"-10.3";"---";"---";"---";"---";"0.0";"0.0"
"9655";"26.01.2017 19:30";"1015.8";"16.8";"39";"-6.1";"71";"-10.5";"---";"---";"---";"---";"0.0";"0.0"
"9656";"26.01.2017 19:40";"1015.8";"16.4";"40";"-6.2";"72";"-10.4";"---";"---";"---";"---";"0.0";"0.0"
"9657";"26.01.2017 19:50";"1015.9";"16.0";"41";"-6.3";"72";"-10.5";"---";"---";"---";"---";"0.0";"0.0"
"9658";"26.01.2017 20:00";"1015.9";"16.5";"40";"-6.6";"72";"-10.8";"---";"---";"---";"---";"0.0";"0.0"
"9659";"26.01.2017 20:10";"1016.2";"17.2";"39";"-6.9";"73";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9660";"26.01.2017 20:20";"1016.2";"17.3";"38";"-7.2";"73";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9661";"26.01.2017 20:30";"1016.1";"17.2";"39";"-7.3";"73";"-11.3";"---";"---";"---";"---";"0.0";"0.0"
"9662";"26.01.2017 20:40";"1016.0";"16.8";"39";"-7.5";"74";"-11.3";"---";"---";"---";"---";"0.0";"0.0"
"9663";"26.01.2017 20:50";"1016.0";"16.5";"39";"-7.6";"73";"-11.6";"---";"---";"---";"---";"0.0";"0.0"
"9664";"26.01.2017 21:00";"1015.9";"16.0";"40";"-7.7";"74";"-11.5";"---";"---";"---";"---";"0.0";"0.0"
"9665";"26.01.2017 21:10";"1016.0";"15.8";"41";"-7.9";"74";"-11.7";"---";"---";"---";"---";"0.0";"0.0"
"9666";"26.01.2017 21:20";"1015.9";"16.5";"40";"-8.1";"74";"-11.9";"---";"---";"---";"---";"0.0";"0.0"
"9667";"26.01.2017 21:30";"1016.1";"17.1";"38";"-8.1";"76";"-11.6";"---";"---";"---";"---";"0.0";"0.0"
"9668";"26.01.2017 21:40";"1016.1";"17.1";"38";"-8.9";"77";"-12.2";"---";"---";"---";"---";"0.0";"0.0"
"9669";"26.01.2017 21:50";"1016.1";"16.8";"38";"-9.6";"77";"-12.9";"---";"---";"---";"---";"0.0";"0.0"
"9670";"26.01.2017 22:00";"1016.1";"16.4";"39";"-9.6";"77";"-12.9";"---";"---";"---";"---";"0.0";"0.0"
"9671";"26.01.2017 22:10";"1016.1";"16.0";"40";"-9.6";"76";"-13.1";"---";"---";"---";"---";"0.0";"0.0"
"9672";"26.01.2017 22:20";"1016.1";"15.6";"40";"-9.7";"77";"-13.0";"---";"---";"---";"---";"0.0";"0.0"
"9673";"26.01.2017 22:30";"1016.1";"15.4";"41";"-9.9";"77";"-13.2";"---";"---";"---";"---";"0.0";"0.0"
"9674";"26.01.2017 22:40";"1016.2";"15.2";"41";"-9.9";"77";"-13.2";"---";"---";"---";"---";"0.0";"0.0"
"9675";"26.01.2017 22:50";"1016.2";"15.1";"41";"-10.0";"77";"-13.3";"---";"---";"---";"---";"0.0";"0.0"
"9676";"26.01.2017 23:00";"1016.1";"14.9";"41";"-10.4";"77";"-13.7";"---";"---";"---";"---";"0.0";"0.0"
"9677";"26.01.2017 23:10";"1016.1";"14.8";"42";"-10.6";"77";"-13.9";"---";"---";"---";"---";"0.0";"0.0"
"9678";"26.01.2017 23:20";"1016.2";"14.7";"42";"-10.8";"77";"-14.1";"---";"---";"---";"---";"0.0";"0.0"
"9679";"26.01.2017 23:30";"1016.1";"14.6";"42";"-10.9";"77";"-14.2";"---";"---";"---";"---";"0.0";"0.0"
"9680";"26.01.2017 23:40";"1016.2";"14.5";"42";"-10.9";"77";"-14.2";"---";"---";"---";"---";"0.0";"0.0"
"9681";"26.01.2017 23:50";"1016.2";"14.4";"42";"-10.8";"79";"-13.7";"---";"---";"---";"---";"0.0";"0.0"
"9682";"27.01.2017 00:00";"1016.2";"14.3";"42";"-10.8";"79";"-13.7";"---";"---";"---";"---";"0.0";"0.0"
"9683";"27.01.2017 00:10";"1016.2";"14.2";"42";"-10.8";"79";"-13.7";"---";"---";"---";"---";"0.0";"0.0"
"9684";"27.01.2017 00:20";"1016.2";"14.1";"42";"-10.8";"79";"-13.7";"---";"---";"---";"---";"0.0";"0.0"
"9685";"27.01.2017 00:30";"1016.2";"14.1";"42";"-10.5";"79";"-13.5";"---";"---";"---";"---";"0.0";"0.0"
"9686";"27.01.2017 00:40";"1016.3";"14.0";"42";"-10.3";"78";"-13.4";"---";"---";"---";"---";"0.0";"0.0"
"9687";"27.01.2017 00:50";"1016.2";"14.0";"42";"-10.4";"78";"-13.5";"---";"---";"---";"---";"0.0";"0.0"
"9688";"27.01.2017 01:00";"1016.2";"13.9";"42";"-10.4";"78";"-13.5";"---";"---";"---";"---";"0.0";"0.0"
"9689";"27.01.2017 01:10";"1016.2";"13.9";"42";"-10.4";"78";"-13.5";"---";"---";"---";"---";"0.0";"0.0"
"9690";"27.01.2017 01:20";"1016.2";"13.9";"42";"-10.2";"78";"-13.3";"---";"---";"---";"---";"0.0";"0.0"
"9691";"27.01.2017 01:30";"1016.0";"13.8";"42";"-10.4";"78";"-13.5";"---";"---";"---";"---";"0.0";"0.0"
"9692";"27.01.2017 01:40";"1016.0";"13.8";"42";"-10.4";"78";"-13.5";"---";"---";"---";"---";"0.0";"0.0"
"9693";"27.01.2017 01:50";"1016.0";"13.7";"42";"-10.3";"78";"-13.4";"---";"---";"---";"---";"0.0";"0.0"
"9694";"27.01.2017 02:00";"1016.0";"13.7";"42";"-10.2";"78";"-13.3";"---";"---";"---";"---";"0.0";"0.0"
"9695";"27.01.2017 02:10";"1015.8";"13.7";"42";"-10.0";"78";"-13.1";"---";"---";"---";"---";"0.0";"0.0"
"9696";"27.01.2017 02:20";"1015.7";"13.6";"42";"-9.9";"78";"-13.0";"---";"---";"---";"---";"0.0";"0.0"
"9697";"27.01.2017 02:30";"1015.7";"13.6";"42";"-9.7";"78";"-12.8";"---";"---";"---";"---";"0.0";"0.0"
"9698";"27.01.2017 02:40";"1015.6";"13.6";"42";"-9.6";"78";"-12.7";"---";"---";"---";"---";"0.0";"0.0"
"9699";"27.01.2017 02:50";"1015.6";"13.5";"42";"-9.6";"78";"-12.7";"---";"---";"---";"---";"0.0";"0.0"
"9700";"27.01.2017 03:00";"1015.4";"13.5";"42";"-9.5";"78";"-12.6";"---";"---";"---";"---";"0.0";"0.0"
"9701";"27.01.2017 03:10";"1015.5";"13.4";"42";"-9.5";"78";"-12.6";"---";"---";"---";"---";"0.0";"0.0"
"9702";"27.01.2017 03:20";"1015.4";"13.4";"42";"-9.4";"78";"-12.5";"---";"---";"---";"---";"0.0";"0.0"
"9703";"27.01.2017 03:30";"1015.4";"13.4";"42";"-9.3";"78";"-12.4";"---";"---";"---";"---";"0.0";"0.0"
"9704";"27.01.2017 03:40";"1015.3";"13.3";"42";"-9.3";"78";"-12.4";"---";"---";"---";"---";"0.0";"0.0"
"9705";"27.01.2017 03:50";"1015.2";"13.3";"42";"-9.3";"78";"-12.4";"---";"---";"---";"---";"0.0";"0.0"
"9706";"27.01.2017 04:00";"1015.3";"13.2";"42";"-9.3";"78";"-12.4";"---";"---";"---";"---";"0.0";"0.0"
"9707";"27.01.2017 04:10";"1015.2";"13.2";"42";"-9.3";"78";"-12.4";"---";"---";"---";"---";"0.0";"0.0"
"9708";"27.01.2017 04:20";"1015.1";"13.2";"42";"-9.3";"78";"-12.4";"---";"---";"---";"---";"0.0";"0.0"
"9709";"27.01.2017 04:30";"1015.0";"13.2";"42";"-9.2";"78";"-12.3";"---";"---";"---";"---";"0.0";"0.0"
"9710";"27.01.2017 04:40";"1014.9";"13.2";"42";"-9.2";"78";"-12.3";"---";"---";"---";"---";"0.0";"0.0"
"9711";"27.01.2017 04:50";"1015.0";"13.1";"42";"-9.3";"78";"-12.4";"---";"---";"---";"---";"0.0";"0.0"
"9712";"27.01.2017 05:00";"1014.8";"13.1";"42";"-9.3";"79";"-12.3";"---";"---";"---";"---";"0.0";"0.0"
"9713";"27.01.2017 05:10";"1014.8";"13.1";"42";"-9.2";"78";"-12.3";"---";"---";"---";"---";"0.0";"0.0"
"9714";"27.01.2017 05:20";"1014.7";"13.0";"42";"-9.2";"78";"-12.3";"---";"---";"---";"---";"0.0";"0.0"
"9715";"27.01.2017 05:30";"1014.7";"13.0";"42";"-9.2";"78";"-12.3";"---";"---";"---";"---";"0.0";"0.0"
"9716";"27.01.2017 05:40";"1014.7";"13.0";"42";"-9.2";"78";"-12.3";"---";"---";"---";"---";"0.0";"0.0"
"9717";"27.01.2017 05:50";"1014.7";"13.0";"42";"-9.4";"78";"-12.5";"---";"---";"---";"---";"0.0";"0.0"
"9718";"27.01.2017 06:00";"1014.6";"12.9";"42";"-9.2";"78";"-12.3";"---";"---";"---";"---";"0.0";"0.0"
"9719";"27.01.2017 06:10";"1014.6";"12.9";"42";"-9.1";"79";"-12.1";"---";"---";"---";"---";"0.0";"0.0"
"9720";"27.01.2017 06:20";"1014.7";"12.9";"42";"-9.1";"79";"-12.1";"---";"---";"---";"---";"0.0";"0.0"
"9721";"27.01.2017 06:30";"1014.6";"12.8";"42";"-8.9";"79";"-11.9";"---";"---";"---";"---";"0.0";"0.0"
"9722";"27.01.2017 06:40";"1014.6";"12.8";"42";"-8.8";"79";"-11.8";"---";"---";"---";"---";"0.0";"0.0"
"9723";"27.01.2017 06:50";"1014.7";"12.8";"42";"-8.8";"79";"-11.8";"---";"---";"---";"---";"0.0";"0.0"
"9724";"27.01.2017 07:00";"1014.6";"12.8";"42";"-8.8";"79";"-11.8";"---";"---";"---";"---";"0.0";"0.0"
"9725";"27.01.2017 07:10";"1014.7";"13.9";"40";"-8.8";"79";"-11.8";"---";"---";"---";"---";"0.0";"0.0"
"9726";"27.01.2017 07:20";"1014.7";"14.8";"38";"-8.8";"79";"-11.8";"---";"---";"---";"---";"0.0";"0.0"
"9727";"27.01.2017 07:30";"1014.7";"15.2";"38";"-8.7";"79";"-11.7";"---";"---";"---";"---";"0.0";"0.0"
"9728";"27.01.2017 07:40";"1014.7";"15.3";"37";"-8.5";"79";"-11.5";"---";"---";"---";"---";"0.0";"0.0"
"9729";"27.01.2017 07:50";"1014.8";"15.6";"37";"-8.4";"79";"-11.4";"---";"---";"---";"---";"0.0";"0.0"
"9730";"27.01.2017 08:00";"1014.8";"15.8";"37";"-8.3";"78";"-11.5";"---";"---";"---";"---";"0.0";"0.0"
"9731";"27.01.2017 08:10";"1014.8";"15.9";"37";"-8.2";"78";"-11.4";"---";"---";"---";"---";"0.0";"0.0"
"9732";"27.01.2017 08:20";"1014.9";"16.0";"36";"-8.0";"78";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9733";"27.01.2017 08:30";"1014.8";"16.2";"36";"-7.9";"78";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9734";"27.01.2017 08:40";"1014.9";"16.3";"36";"-7.7";"78";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9735";"27.01.2017 08:50";"1014.8";"16.4";"36";"-7.6";"78";"-10.8";"---";"---";"---";"---";"0.0";"0.0"
"9736";"27.01.2017 09:00";"1014.8";"16.4";"36";"-7.3";"78";"-10.5";"---";"---";"---";"---";"0.0";"0.0"
